"","X1","Date.time","Temperature","Precipitation","Relative.Humidity","Cloud.Cover","codedPrecipitation","month","Jan","Feb","Mar","Apr","May","June","July","Aug","Sep","Oct","Nov","Dec"
"556",556,2016-07-09,70.6,0,68.62,32.3,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"557",557,2016-07-10,71.6,0,69.29,57.3,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"558",558,2016-07-11,80.6,0,71.47,58.8,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"559",559,2016-07-12,77.5,0.01,71.2,58.6,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"560",560,2016-07-13,78.7,0.01,74.25,49.7,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"561",561,2016-07-14,74.5,0,60.3,40.6,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"562",562,2016-07-15,64.7,0.01,77.73,76.3,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"563",563,2016-07-16,67.5,0,65.39,37.2,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"564",564,2016-07-17,74.4,0.3,72.2,49.4,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"565",565,2016-07-18,75,0,71.44,32,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"566",566,2016-07-19,75.3,0,71.8,40.6,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"567",567,2016-07-20,77.3,0,73.74,41.1,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"568",568,2016-07-21,78.6,2.27,81.71,69.5,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"569",569,2016-07-22,78.8,1.63,79.64,49.8,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"570",570,2016-07-23,75.9,1.07,93.32,81.7,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"571",571,2016-07-24,80,0,79.48,71.8,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"572",572,2016-07-25,76.5,0,69.21,31.7,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"573",573,2016-07-26,75.7,0,70.4,17,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"574",574,2016-07-27,76.4,0,73.79,53.6,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"575",575,2016-07-28,72.2,0.14,83.18,83.2,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"576",576,2016-07-29,68.3,0.17,84.75,94.4,1,"07",0,0,0,0,0,0,1,0,0,0,0,0
"577",577,2016-07-30,70.4,0,71.17,74.5,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"578",578,2016-07-31,69.8,0,72.88,29.1,0,"07",0,0,0,0,0,0,1,0,0,0,0,0
"579",579,2016-08-01,73.6,0,74.78,48.6,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"580",580,2016-08-02,75.5,0,76.52,55.2,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"581",581,2016-08-03,79.9,0,76.43,59.3,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"582",582,2016-08-04,79,1.21,76.28,51.1,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"583",583,2016-08-05,73.5,0.01,74.34,49.9,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"584",584,2016-08-06,69.7,0,71.15,22.5,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"585",585,2016-08-07,69,0,77.68,43.5,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"586",586,2016-08-08,70.7,0,70.2,43.2,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"587",587,2016-08-09,76.6,0,67.74,51,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"588",588,2016-08-10,78.7,0,76.37,36.2,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"589",589,2016-08-11,78.7,0.17,82.2,56.3,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"590",590,2016-08-12,76.1,0.88,90.94,83.5,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"591",591,2016-08-13,73.8,0.08,82.09,77.1,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"592",592,2016-08-14,72.7,0,74.95,39,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"593",593,2016-08-15,71.5,0,80.91,53.2,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"594",594,2016-08-16,75.1,0,73.09,36,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"595",595,2016-08-17,74.3,0.42,77.64,49.7,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"596",596,2016-08-18,75.8,0.05,78.05,43.2,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"597",597,2016-08-19,72.3,2.2,84.64,79.3,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"598",598,2016-08-20,68.5,0.64,85.74,76.5,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"599",599,2016-08-21,62.9,0,74.64,48.1,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"600",600,2016-08-22,65.6,0,70.54,8,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"601",601,2016-08-23,71.9,0,67.16,52.9,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"602",602,2016-08-24,74.7,0.51,85.11,91.8,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"603",603,2016-08-25,71.9,0,74.18,55.5,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"604",604,2016-08-26,66.3,0,78.75,55.1,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"605",605,2016-08-27,66.6,0.91,90.9,88.5,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"606",606,2016-08-28,69.6,0,88.82,63.9,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"607",607,2016-08-29,74.3,0,82.98,56.7,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"608",608,2016-08-30,74.9,0.13,83.43,63.2,1,"08",0,0,0,0,0,0,0,1,0,0,0,0
"609",609,2016-08-31,68.4,0,73.44,42.2,0,"08",0,0,0,0,0,0,0,1,0,0,0,0
"610",610,2016-09-01,65,0,73.71,60.7,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"611",611,2016-09-02,62.6,0,75.89,21.3,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"612",612,2016-09-03,64,0,73.19,50.5,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"613",613,2016-09-04,69.1,0,68.66,66.9,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"614",614,2016-09-05,75.5,0,67.9,30.4,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"615",615,2016-09-06,79.8,0.07,75.5,55.8,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"616",616,2016-09-07,71.6,2.59,95.59,94.4,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"617",617,2016-09-08,73.1,0,81.55,67.8,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"618",618,2016-09-09,66.2,0.07,86.47,62.4,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"619",619,2016-09-10,64.3,0.07,81.64,77.6,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"620",620,2016-09-11,63.6,0,67.47,20.4,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"621",621,2016-09-12,68.4,0,61.7,25.1,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"622",622,2016-09-13,66.3,0.68,85.86,95.4,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"623",623,2016-09-14,63.6,0.02,79.51,74,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"624",624,2016-09-15,65.5,0,77.07,39,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"625",625,2016-09-16,69.3,0.25,83.75,74.6,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"626",626,2016-09-17,67.4,0,77.47,27.6,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"627",627,2016-09-18,66.9,0,70.68,24.7,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
"628",628,2016-09-19,69.5,1.29,75.29,46,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"629",629,2016-09-20,67.1,0.01,71.62,41.3,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"630",630,2016-09-21,65.2,2.19,85.8,82.4,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"631",631,2016-09-22,67.5,0.19,91.14,75.3,1,"09",0,0,0,0,0,0,0,0,1,0,0,0
"632",632,2016-09-23,65.4,0,88.91,98.8,0,"09",0,0,0,0,0,0,0,0,1,0,0,0
